id,"show","title",order
4629,"225","Seven Nation Army",22
4630,"226","When I Hear My Name",0
4631,"226","Black Math",1
4632,"226","Dead Leaves and the Dirty Ground",2
4633,"226","Jolene (D.Parton)",3
4634,"226","St. James Infirmary Blues",4
4635,"226","Cannon/Grinnin’ In Your Face/Cannon",5
4636,"226","In The Cold, Cold Night",6
4637,"226","Death Letter (Son House)/Shine On Harvest Moon",7
4638,"226","Hotel Yorba",8
4639,"226","Seven Nation Army",9
4640,"226","Truth Doesn’t Make A Noise",10
4641,"226","Wayfaring Stranger",11
4642,"226","Let’s Shake Hands",12
4643,"226","Look Me Over Closely",13
4644,"226","Outlaw Blues/Ball and Biscuit",14
4645,"226","I Think I Smell A Rat",15
4646,"226","We’re Going To Be Friends",16
4647,"226","Screwdriver",17
4648,"226","The Hardest Button To Button",18
4649,"226","Let’s Build A Home/Goin’ Back To Memphis",19
4650,"226","I Just Don’t Know What To Do With Myself (Bacharach)",20
4651,"226","Boll Weevil (Leadbelly)",21
4652,"227","Let’s Shake Hands",0
4653,"227","Dead Leaves and the Dirty Ground",1
4654,"227","Black Math",2
4655,"227","Jolene (D.Parton)",3
4656,"227","Ball and Biscuit",4
4657,"227","The Hardest Button To Button",5
4658,"227","In The Cold, Cold Night",6
4659,"227","Hotel Horba",7
4660,"227","I’m Finding It Harder To Be a Gentleman",8
4661,"227","Do",9
4662,"227","Cannon",10
4663,"227","Apple Blossom",11
4664,"227","Death Letter (Son House)",12
4665,"227","This Protector",13
4666,"227","We’re Going To Be Friends",14
4667,"227","Offend In Every Way",15
4668,"227","Astro/Jack The Ripper (Screaming Lord Sutch)",16
4669,"227","Fell In Love With a Girl",17
4670,"227","You’re Pretty Good Looking",18
4671,"227","Hello Operator",19
4672,"227","Sugar Never Tasted So Good",20
4673,"227","I Just Don’t Know What To Do With Myself (Bacharach)",21
4674,"227","Seven Nation Army",22
4675,"228","Dead Leaves and the Dirty Ground",0
4676,"228","Black Math",1
4677,"228","Lovesick",2
4678,"228","Let’s Shake Hands",3
4679,"228","In The Cold, Cold Night",4
4680,"228","Offend In Every Way",5
4681,"228","Lord, Send Me An Angel",6
4682,"228","You’ve Got Her In Your Pocket",7
4683,"228","I Fought Pirhanas",8
4684,"228","Seven Nation Army",9
4685,"228","Stop Breaking Down",10
4686,"228","Let’s Build A Home",11
4687,"228","You’re Pretty Good Looking",12
4688,"228","Hello Operator",13
4689,"228","Wasting My Time",14
4690,"228","Ball and Biscuit",15
4691,"228","Hotel Yorba",16
4692,"228","I Think I Smell A Rat",17
4693,"228","Cannon/Grinnin’ In Your Face",18
4694,"228","We’re Going To Be Friends",19
4695,"228","Little Room Fell In Love With A Girl",20
4696,"228","The Hardest Button to Button",21
4697,"228","Astro/Jack The Ripper (Screaming Lord Sutch)",22
4698,"228","Small Faces",23
4699,"228","I Just Don’t Know What To Do With Myself (Bacharach)",24
4700,"229","Black Math",0
4701,"229","Dead Leaves and the Dirty Ground",1
4702,"229","Jolene (D.Parton)",2
4703,"229","When I Hear My Name",3
4704,"229","In The Cold, Cold Night",4
4705,"229","Hotel Yorba",5
4706,"229","Cannon/Man/Take A Wiff On Me/Cannon",6
4707,"229","St. James Infirmary Blues",7
4708,"229","Suzy Lee",8
4709,"229","I Think I smell a Rat",9
4710,"229","Truth Dosen’t Make A Noise",10
4711,"229","Death Letter (Son House)",11
4712,"229","This Protector",12
4713,"229","Your Pretty Good Looking",13
4714,"229","The Union Forever/Baby Blue (Vincent)",14
4715,"229","Offend In Every Way",15
4716,"229","Sugar Never Tasted So Good",16
4717,"229","Ball and Biscuit",17
4718,"229","I Just Dont Know What To Do With Myself (Bacharach)",18
4719,"229","We’re Going To Be Friends",19
4720,"229","The Hardest Button to Button",20
4721,"229","Screwdriver",21
4722,"229","Fell In Love with a Girl",22
4723,"229","Seven Nation Army",23
4724,"229","Boll Weevil (Leadbelly)",24
4725,"230","When I Hear My Name",0
4726,"230","Black Math",1
4727,"230","Dead Leaves and the Dirty Ground",2
4728,"230","I Think I Smell A Rat/Take A Whiff On Me/Cannon/Astro/?/Jack The Ripper (Screaming Lord Sutch)",3
4729,"230","Jolene (D.Parton)",4
4730,"230","In The Cold, Cold Night",5
4731,"230","Hotel Yorba",6
4732,"230","Offend In Every Way",7
4733,"230","I’m Finding It Harder To Be A Gentleman",8
4734,"230","Why Can’t You Be Nicer To Me",9
4735,"230","Death Letter (Son House)/Grinnin’ In Your Face",10
4736,"230","Seven Nation Army",11
4737,"230","I Want To Be The Boy To Warm Your Mother’s Heart",12
4738,"230","Wasting My Time",13
4739,"230","You’re Pretty Good Looking",14
4740,"230","Apple Blossom",15
4741,"230","Ball and Biscuit/Let’s Shake Hands",16
4742,"230","Look Me Over Closely",17
4743,"230","The Hardest Button To Button",18
4744,"230","I Just Don’t Know What To Do With Myself (Bacharach)",19
4745,"231","Black Math",0
4746,"231","Dead Leaves and the Dirty Ground",1
4747,"231","I Think I Smell A Rat/Pick A Bale Of Cotton",2
4748,"231","When I Hear My Name",3
4749,"231","For The Love Of Ivy",4
4750,"231","Death Letter (Son House)/Grinnin’ In Your Face",5
4751,"231","Do",6
4752,"231","Cannon/John The Revelator",7
4753,"231","The Big Three Killed My Baby",8
4754,"231","Sugar Never Tasted So Good",9
4755,"231","You’re Pretty Good Looking",10
4756,"231","Truth Doesn’t Make A Noise",11
4757,"231","Lovesick",12
4758,"231","Fell In Love With A Girl",13
4759,"231","We’re Going To Be Friends",14
4760,"231","This Protector",15
4761,"231","I Just Don’t Know What To Do With Myself (Bacharach)",16
4762,"231","In The Cold, Cold Night",17
4763,"231","Ball and Biscuit",18
4764,"231","Screwdriver",19
4765,"231","I Fought Piranhas/Let’s Build a Home/Going Back To Memphis",20
4766,"231","Seven Nation Army",21
4767,"231","Hardest Button to Button",22
4768,"231","Boll Weevil (Leadbelly)",23
4769,"232","Hotel Yorba",0
4770,"232","Dead Leaves and the Dirty Ground",1
4771,"232","Makin’ Whoopee",2
4772,"232","Shine on Harvest moon",3
4773,"232","I Thikn I Smell A Rat/Pick A Bail Of Cotton",4
4774,"232","Black Math",5
4775,"232","Hello Operator",6
4776,"232","Death Letter (Son House)",7
4777,"232","Truth Doesn’t Make A Noise",8
4778,"232","Jolene (D.Parton)",9
4779,"232","Astro/Jack The Ripper (Screaming Lord Sutch)",10
4780,"232","We’re Going To Be Friends",11
4781,"232","Offend In Every Way",12
4782,"232","In The Cold, Cold Night",13
4783,"232","Isis (Dylan)",14
4784,"232","The Big Three Killed My Baby",15
4785,"232","When I Hear My Name",16
4786,"232","The Hardest Button to Button",17
4787,"232","Lafayette Blues",18
4788,"232","Lord, Send Me An Angel",19
4789,"232","You’re Pretty Good Looking",20
4790,"232","Vanlear Rose",21
4791,"232","Seven Nation Army",22
4792,"232","Fell In Love With A Girl",23
4793,"232","I Just Don’t Know What To Do With Myself (Bacharach)",24
4794,"233","Black Math",0
4795,"233","Dead Leaves and the Dirty Ground",1
4796,"233","When I Hear My Name/Yankee Doodle Dandy/?",2
4797,"233","Jolene (D.Parton)",3
4798,"233","I’m Finding It Harder To Be A Gentleman",4
4799,"233","I Think I Smell A Rat",5
4800,"233","In The Cold, Cold Night",6
4801,"233","Hotel Yorba",7
4802,"233","Truth Doesn’t Make A Noise",8
4803,"233","Look Me Over Closely",9
4804,"233","Let’s Shake Hands",10
4805,"233","Small Faces",11
4806,"233","Death Letter (Son House)",12
4807,"233","This Protector",13
4808,"233","We’re Going To Be Friends",14
4809,"233","Offend In Every Way",15
4810,"233","The Hardest Button To Button",16
4811,"233","Ball and Biscuit",17
4812,"233","You’re Pretty Good Looking",18
4813,"233","Hello Operator",19
4814,"233","I Just Don’t Know What To Do With Myself (Bacharach)",20
4815,"233","Seven Nation Army",21
4816,"233","Boll Weevil (Leadbelly)",22
4817,"234","(Interviews)",0
4818,"234","Who’s To Say",1
4819,"234","Jack The Ripper (Screaming Lord Sutch)",2
4820,"234","Never Far Away",3
4821,"234","Vanlear Rose",4
4822,"235","When I Hear My Name",0
4823,"235","Dead Leaves and the Dirty Ground",1
4824,"235","I Think I Smell A Rat",2
4825,"235","Black Math",3
4826,"235","Love Sick",4
4827,"235","Let’s Shake Hands",5
4828,"235","In The Cold, Cold Night",6
4829,"235","Hotel Yorba",7
4830,"235","Truth Doesn’t Make A Noise",8
4831,"235","The Hardest Button To Button",9
4832,"235","Death Letter (Son House)",10
4833,"235","Seven Nation Army",11
4834,"235","I Fought Piranhas",12
4835,"235","Wasting My Time",13
4836,"235","Look Me Over Closely",14
4837,"235","Cannon/Diddy Wah Diddy",15
4838,"235","The Big Three Killed My Baby",16
4839,"235","We’re Going To Be Friends",17
4840,"235","The Same Boy You’ve Always Known",18
4841,"235","Astro/Jack The Ripper (Screaming Lord Sutch)",19
4842,"235","Supersition",20
4843,"235","Ball and Biscuit",21
4844,"235","Little Room",22
4845,"235","Fell In Love With A Girl",23
4846,"235","Lafayette Blues",24
4847,"235","I Just Don’t Know What To Do With Myself (Bacharach)",25
4848,"236","Seven Nation Army",0
4849,"236","Death Letter (Son House)",1
4850,"237","Black Math/TV Eye ",0
4851,"237","Dead Leaves and the Dirty Ground",1
4852,"237","Let’s Shake Hands",2
4853,"237","Little Bird/Got Your Money/Little Bird",3
4854,"237","Seven Nation Army",4
4855,"237","Jolene (D.Parton)",5
4856,"237","Shoo-Fly/Apple Blossom/Shoo-Fly",6
4857,"237","Astro/Jack The Ripper (Screaming Lord Sutch)",7
4858,"237","I Think I Smell a Rat/Red Bird",8
4859,"237","This Protector",9
4860,"237","We’re Going to be Friends",10
4861,"237","Offend in Every Way",11
4862,"237","Hotel Yorba",12
4863,"237","Ball and Biscuit",13
4864,"237","Cannon/John the Revelator",14
4865,"237","The Big Three Killed My Baby",15
4866,"237","Look Me Over Closely",16
4867,"237","I Just Don’t Know What To Do With Myself (Bacharach)",17
4868,"237","The Hardest Button to Button",18
4869,"237","I Fought Piranhas",19
4870,"237","Let’s Build a Home/Goin’ Back to Memphis",20
4871,"238","When I Hear My Name",0
4872,"238","Dead Leaves and the Dirty Ground",1
4873,"238","Black Math",2
4874,"238","Jolene (D.Parton)",3
4875,"238","Red Death At 6:14",4
4876,"238","I Just Don’t Know What To Do With Myself (Bacharach)",5
4877,"238","Death Letter (Son House)/Grinnin’ In Your Face",6
4878,"238","Cannon/John The Revelator",7
4879,"238","Hello Operator",8
4880,"238","Hotel Yorba",9
4881,"238","Handsprings",10
4882,"238","We’re Going To Be Friends",11
4883,"238","Small Faces",12
4884,"238","This Protector",13
4885,"238","I’m Bound To Pack It Up (last verse)",14
4886,"238","Sam’s Place",15
4887,"238","Fell In Love With A Girl",16
4888,"238","Ball and Biscuit",17
4889,"238","Screwdriver",18
4890,"238","Seven Nation Army",19
4891,"239","Hardest Button To Button",0
4892,"239","Dead Leaves and the Dirty Ground",1
4893,"239","Lets Shake Hands",2
4894,"239","Party Of Special Things To Do (Captain Beefheart)",3
4895,"239","You’re Pretty Good Looking For A Girl",4
4896,"239","Hello Operator",5
4897,"239","Lovesick (B. Dylan)",6
4898,"239","I Fought Pirahnas",7
4899,"239","Lets Build A Home",8
4900,"239","Going Back To Memphis (Henry and June)",9
4901,"239","Finding It Harder To Be A Gentleman",10
4902,"239","Jimmy The Exploder",11
4903,"239","Fell In Love With A Girl",12
4904,"239","Astro",13
4905,"239","Jack The Ripper (Screaming Lord Sutch)",14
4906,"239","I Just Don’t Know What To Do With Myself (Bacharach/David)",15
4907,"239","Death Letter (Son House)",16
4908,"239","Little Bird",17
4909,"239","Small Faces (Public Nuisance)",18
4910,"239","Do",19
4911,"239","Black Math",20
4912,"239","I Think I Smell A Rat",21
4913,"239","Harvest Moon (Neil Young)",22
4914,"239","When I Hear My Name",23
4915,"239","Screwdriver",24
4916,"239","ENCORE",26
4917,"239","Seven Nation Army",27
4918,"239","Boll Weevil (Leadbelly)",28
4919,"240","Black Math",0
4920,"240","When I Hear My Name",1
4921,"240","Dead Leaves and the Dirty Ground",2
4922,"240","I Want To Be The Boy To Warm Your Mother’s Heart",3
4923,"240","Little Bird",4
4924,"240","Lets Shake Hands",5
4925,"240","Look Me Over Closely (T.Gilkyson)",6
4926,"240","Hotel Yorba",7
4927,"240","Hardest Button To Button",8
4928,"240","We Are Going To Be Friends",9
4929,"240","Isis (Bob Dylan)",10
4930,"240","Cannon",11
4931,"240","The Big Three Killed My Baby",12
4932,"240","I Just Don’t Know What To Do With Myself (Bacharach/David)",13
4933,"240","Ball and Biscuit   ",14
4934,"240","Apple Blossom",15
4935,"240","You’re Pretty Good Looking For A Girl",16
4936,"240","Small Faces (Public Nuisance)",17
4937,"240","Screwdriver",18
4938,"240","ENCORE",20
4939,"240","Fell In Love With A Girl",21
4940,"240","I Think I Smell A Rat",22
4941,"240","Death Letter (Son House)",23
4942,"240","Little Bird",24
4943,"240","Seven Nation Army",25
4944,"241","Black Math/Fly Me To The Moon",0
4945,"241","When I Hear My Name/Dead Leaves and the Dirty Ground",1
4946,"241","I Want To Be The Boy To Warm Your Mother’s Heart",2
4947,"241","Little Bird",3
4948,"241","Let’s Shake Hands/Look Me Over Closely/Hotel Yorba",4
4949,"241","The Hardest Button To Button",5
4950,"241","We’re Going To Be Friends",6
4951,"241","Isis (Dylan)/Cannon",7
4952,"241","The Big Three Killed My Baby",8
4953,"241","I Just Don’t Know What To Do With Myself (Bacharach)",9
4954,"241","Ball and Biscuit",10
4955,"241","Apple Blossom/You’re Pretty Good Looking/Small Faces",11
4956,"241","Screwdriver",12
4957,"241","Fell In Love With A Girl/I Think I Smell A Rat",13
4958,"241","Death Letter (Son House)/Let’s Build A Home",14
4959,"241","Seven Nation Army",15
4960,"242","Lets Shake Hands",0
4961,"242","Dead Leaves and the Dirty Ground",1
4962,"242","Hotel Yorba",2
4963,"242","I’m Finding It Harder To Be A Gentleman",3
4964,"242","Who’s To Say (Dan Miller)",4
4965,"242","Cannon",5
4966,"242","Red Bird (Trad)",6
4967,"242","Black Math",7
4968,"242","I Want To Be The Boy To Warm Your Mothers Heart",8
4969,"242","Stop Breaking Down (Robert Johnson)",9
4970,"242","You’ve Got Her In Your Pocket",10
4971,"242","Offend In Every Way",11
4972,"242","You’re Pretty Good Looking For A Girl",12
4973,"242","Hello Operator",13
4974,"242","Wasting My Time",14
4975,"242","St James Infirmary (Trad)",15
4976,"242","Dying Crap Shooter Blues (Blind Willie McTell)",16
4977,"242","Fell In Love With A Girl",17
4978,"242","Hardest button To Button",18
4979,"242","Farmer John (The Premiers)",19
4980,"242","Ball and Biscuit",20
4981,"242","ENCORE",22
4982,"242","I Just Don’t Know What To Do With Myself (Bacharach/David)",23
4983,"242","Seven Nation Army",24
4984,"242","Boll Weevil (Leadbelly)",25
4985,"243","When I Hear My Name",0
4986,"243","Lets Shake Hands",1
4987,"243","Black Math",2
4988,"243","Dead Leaves and the Dirty Ground",3
4989,"243","I Want To Be The Boy To Warm Your Mother’s Heart",4
4990,"243","Death Letter (Son House)",5
4991,"243","Wasting My Time",6
4992,"243","Hotel Yorba",7
4993,"243","Truth Doesn’t Make A Noise",8
4994,"243","You’re Pretty Good Looking For A Girl",9
4995,"243","Hardest Button To Button",10
4996,"243","We Are Going To Be Friends",11
4997,"243","I Just Don’t Know What To Do With Myself (Bacharach/David)",12
4998,"243","Little Room",13
4999,"243","Fell In Love With A Girl",14
5000,"243","Cannon",15
5001,"243","The Airbeneath Her Fingers",16
5002,"243","Small Faces (Public Nuisance)",17
5003,"243","Handsprings",18
5004,"243","Ball and Biscuit",19
5005,"243","ENCORE",21
5006,"243","Seven Nation Army",22
5007,"244","When I Hear My Name",0
5008,"244","Let’s Shake Hands",1
5009,"244","Black Math",2
5010,"244","Dead Leaves and the Dirty Ground",3
5011,"244","I Want To Be The Boy To Warm Your Mother’s Heart",4
5012,"244","Death Letter (Son House)",5
5013,"244","Wasting My Time",6
5014,"244","Hotel Yorba",7
5015,"244","Truth Doesn’t Make A Noise",8
5016,"244","You’re Pretty Good Looking",9
5017,"244","The Hardest Button To Button",10
5018,"244","We’re Going To Be Friends",11
5019,"244","I Just Don’t Know What To Do With Myself (Bacharach)",12
5020,"244","Little Room",13
5021,"244","Fell In Love With A Girl",14
5022,"244","Cannon/The Air Near My Fingers",15
5023,"244","Small Faces",16
5024,"244","Handsprings",17
5025,"244","Ball and Biscuit",18
5026,"244","Seven Nation Army",19
5027,"245","Dead Leaves and the Dirty Ground",0
5028,"245","Black Math",1
5029,"245","When I Hear My Name",2
5030,"245","Hardest button To Button",3
5031,"245","When I Hear My Name",4
5032,"245","Jolene (D. Parton)",5
5033,"245","I Want TO BE The Boy To Warm Your Mothers Heart",6
5034,"245","Death Letter (Son House)",7
5035,"245","Hotel Yorba",8
5036,"245","Apple Blossom",9
5037,"245","You’re Pretty Good looking For A Girl",10
5038,"245","Hello Operator",11
5039,"245","We Are Going To Be Friend",12
5040,"245","I’m Finding It Harder To Be A Gentleman",13
5041,"245","I Think I Smell A Rat",14
5042,"245","Small Faces (Public Nuisance)",15
5043,"245","Ball and Biscuit",16
5044,"245","Screwdriver",17
5045,"245","ENCORE",19
5046,"245","Lets Build A Home",20
5047,"245","St James Infirmary (Trad)",21
5048,"245","Fell In Love With A Girl",22
5049,"245","I Just Don’t Know What To Do With Myself (Bacharach/David)",23
5050,"245","Maps (Yeah Yeah Yeahs)",24
5051,"245","Seven Nation Army",25
5052,"246","Black Math",0
5053,"246","Dead Leaves and the Dirty Ground/I Think I Smell A Rat",1
5054,"246","Wasting My Time",2
5055,"246","Love Sick",3
5056,"246","Hotel Yorba",4
5057,"246","Suzy Lee",5
